"filename","label","File Offset (s)","quality","duration"
"PAA02_20240721_140000.wav","PRTR2",21.312,"B",1.07722884200007
"PAA02_20240721_140000.wav","PRTR3",23.0041,"B",0.850000882999893
"PAA02_20240721_140000.wav","PRTR3",23.9972,"B",0.614357073999827
"PAA02_20240721_140000.wav","PRTR2",53.3021,"B",0.934159387000136
"PAA02_20240722_070000.wav","PRTR1",18.325,"B",0.740594827999985
"PAA02_20240722_070000.wav","PRTR2",19.2138,"B",1.11930809399996
"PAA02_20240722_070000.wav","PRTR2",43.0857,"B",1.12772394300009
"PAA02_20240722_070000.wav","PRTR3",44.7773,"B",0.875248434000014
"PAA02_20240722_070000.wav","PRTR3",45.7619,"C",0.622772923999946
"PAA02_20240722_140000.wav","PRTR2",15.0678,"C",0.690099727000188
"PAA02_20240722_140000.wav","PRTR1",15.7915,"B",0.690099725999971
"PAA02_20240722_140000.wav","PRTR2",17.1006,"C",0.723763128999963
"PAA02_20240722_140000.wav","PRTR3",18.0684,"B",0.622772923999946
"PAA02_20240722_140000.wav","PRTR2",38.4177,"C",0.858416733000013
"PAA02_20240722_140000.wav","PRTR3",40.1121,"C",0.67326802599996
"PAA02_20240722_140000.wav","PRTR1",44.3039,"B",0.648020474999839
"RNM35_20240603_100000.wav","PRTR2",6.9053,"C",0.833169181999892
"RNM35_20240603_100000.wav","PRTR1",17.1424,"C",0.883664283999906
"RNM35_20240603_100000.wav","PRTR2",18.3459,"C",0.656436324999959
"RNM35_20240603_100000.wav","PRTR3",19.2969,"C",0.57227782200016
"RNM35_20240603_100000.wav","PRTR1",36.9629,"B",0.471287617999906
"RNM35_20240603_100000.wav","PRTR1",39.8128,"C",0.807921630999999
"RNM35_20240603_100000.wav","PRTR3",41.4539,"C",0.681683875999852
"RNM35_20240607_140000.wav","PRTR2",7.6517,"C",0.908911835000026
"RNM35_20240607_140000.wav","PRTR3",8.9309,"B",0.782674080000106
"RNM35_20240607_140000.wav","PRTR3",9.7878,"C",0.429208367000001
"RNM35_20240607_140000.wav","PRTR2",20.5736,"C",0.883664284999895
"RNM35_20240607_140000.wav","PRTR1",28.2456,"B",0.892080134000025
"RNM35_20240607_140000.wav","PRTR2",29.3103,"B",0.950991087000148
"RNM35_20240607_140000.wav","PRTR3",30.3268,"B",0.740594828999974
"RNM35_20240607_140000.wav","PRTR2",43.0467,"B",0.908911835000026
"RNM35_20240607_140000.wav","PRTR3",44.3708,"B",0.706931426999972
"RNM35_20240607_140000.wav","PRTR2",56.5534,"B",0.690099726999961
"RNM35_20240607_140000.wav","PRTR3",57.5278,"C",0.656436325999948
"RNM35_20240613_100000.wav","PRTR1",10.7252,"C",0.521782719999919
"RNM35_20240613_100000.wav","PRTR1",22.4557,"C",0.53861442099992
"RNM35_20240613_100000.wav","PRTR1",45.9875,"C",0.227227958999947
"RNM35_20240615_130000.wav","PRTR1",8.82,"C",0.446040067000013
"RNM35_20240615_130000.wav","PRTR3",17.3298,"C",0.66485217599984
"RNM35_20240615_130000.wav","PRTR3",26.4985,"C",0.446040068000002
"RNM35_20240615_130000.wav","PRTR1",36.1356,"C",0.488119318999907
"RNM35_20240615_130000.wav","PRTR1",47.3219,"C",0.302970612000081
"RNM35_20240615_150000.wav","PRTR1",2.4766,"B",0.521782720999909
"RNM35_20240615_150000.wav","PRTR1",57.4826,"C",0.900495985000134
"RNM35_20240617_060000.wav","PRTR1",22.7632,"C",0.79950578099988
"RNM35_20240617_060000.wav","PRTR2",23.992,"C",0.67326802599996
"RNM35_20240617_060000.wav","PRTR3",24.8335,"C",0.572277821999933
"RNM35_20240617_060000.wav","PRTR3",45.8641,"C",0.631188774000066
"RNM35_20240617_090000.wav","PRTR1",59.7879,"C",0.185148707000053
"RNM35_20240617_110000.wav","PRTR1",7.2565,"C",0.530198571000028
"RNM35_20240617_120000.wav","PRTR2",0.0217,"B",0.429208366000012
"RNM35_20240617_120000.wav","PRTR3",0.9727,"B",0.993070338000052
"RNM35_20240617_120000.wav","PRTR3",2.0162,"B",0.496535170000016
"RNM35_20240617_120000.wav","PRTR2",13.0795,"B",1.13613979399997
"RNM35_20240617_120000.wav","PRTR1",15.6978,"C",0.328218162999974
"RNM35_20240617_120000.wav","PRTR1",27.3278,"B",0.9257435359998
"RNM35_20240617_120000.wav","PRTR2",28.4976,"A",0.959406936999812
"RNM35_20240617_120000.wav","PRTR3",29.5623,"A",0.740594828999974
"RNM35_20240617_120000.wav","PRTR2",41.5612,"B",0.622772923999946
"RNM35_20240617_120000.wav","PRTR1",41.7548,"C",0.395544965999989
"RNM35_20240617_120000.wav","PRTR1",51.2468,"A",0.967822787999921
"RNM35_20240617_120000.wav","PRTR2",52.2315,"A",1.25396169800001
"RNM35_20240617_120000.wav","PRTR3",53.5011,"A",0.723763127999973
"RNM35_20240617_130000.wav","PRTR1",11.6919,"B",0.83316918200012
"RNM35_20240617_130000.wav","PRTR2",12.632,"B",1.03514959000017
"RNM35_20240617_130000.wav","PRTR3",13.827,"B",0.723763127999973
"RNM35_20240617_130000.wav","PRTR1",22.7249,"C",0.454455918000122
"RNM35_20240617_130000.wav","PRTR1",32.4042,"A",0.934159385999919
"RNM35_20240617_130000.wav","PRTR2",33.3636,"A",1.00990204000004
"RNM35_20240617_130000.wav","PRTR3",34.5839,"A",0.908911835000026
"RNM35_20240617_130000.wav","PRTR2",48.9007,"B",0.925743536000027
"RNM35_20240617_130000.wav","PRTR3",50.529,"B",0.925743536000027
"RNM35_20240617_130000.wav","PRTR2",57.7074,"C",0.757426530000203
"RNM35_20240619_080000.wav","PRTR1",9.062,"B",0.782674080000106
"RNM35_20240619_080000.wav","PRTR2",10.0971,"B",0.98465448800016
"RNM35_20240619_080000.wav","PRTR1",11.138,"B",0.791089930999988
"RNM35_20240619_080000.wav","PRTR3",12.2134,"B",0.437624217000121
"RNM35_20240619_080000.wav","PRTR3",14.7358,"C",0.403960816000108
"RNM35_20240619_080000.wav","PRTR2",18.4779,"C",1.30445680100001
"RNM35_20240619_080000.wav","PRTR1",22.5927,"B",0.866832583999894
"RNM35_20240619_080000.wav","PRTR2",26.6784,"B",0.656436324999959
"RNM35_20240619_080000.wav","PRTR1",33.6925,"B",0.807921632000216
"RNM35_20240619_080000.wav","PRTR2",34.5878,"B",0.98465448800016
"RNM35_20240619_080000.wav","PRTR3",35.9007,"B",0.648020475000067
"RNM35_20240619_080000.wav","PRTR1",36.891,"B",0.824753332
"RNM35_20240619_080000.wav","PRTR2",38.108,"C",0.757426529999975
"RNM35_20240619_080000.wav","PRTR3",39.059,"C",0.858416734000002
"RNM35_20240619_080000.wav","PRTR1",40.5542,"A",0.824753332
"RNM35_20240619_080000.wav","PRTR2",41.5186,"A",1.00990203900028
"RNM35_20240619_080000.wav","PRTR3",42.5705,"B",1.11089224299985
"RNM35_20240619_080000.wav","PRTR1",51.0895,"B",0.698515577000308
"RNM35_20240619_080000.wav","PRTR2",51.8728,"C",1.16980319600043
"RNM35_20240619_080000.wav","PRTR3",53.2266,"A",0.706931428000189
"RNM35_20240619_080000.wav","PRTR3",54.1018,"B",0.816337482000108
"RNM35_20240619_090000.wav","PRTR1",2.9142,"B",1.16138734600008
"RNM35_20240619_090000.wav","PRTR1",4.2607,"B",1.21188244700033
"RNM35_20240619_090000.wav","PRTR1",10.1191,"B",1.06039714100007
"RNM35_20240619_090000.wav","PRTR1",10.7756,"B",0.538614421000148
"RNM35_20240619_090000.wav","PRTR3",12.9766,"C",0.395544966000216
"RNM35_20240619_090000.wav","PRTR2",18.6133,"A",1.48118965799995
"RNM35_20240619_090000.wav","PRTR3",20.2141,"B",0.950991087000148
"RNM35_20240619_090000.wav","PRTR3",21.182,"B",0.993070339000042
"RNM35_20240619_090000.wav","PRTR3",23.5014,"B",0.614357074000054
"RNM35_20240619_090000.wav","PRTR1",35.875,"B",0.984654487999705
"RNM35_20240619_090000.wav","PRTR2",36.8512,"B",1.17821904499988
"RNM35_20240619_090000.wav","PRTR3",38.08,"B",0.984654488999695
"RNM35_20240619_090000.wav","PRTR2",46.2637,"A",1.70841761699967
"RNM35_20240619_090000.wav","PRTR1",48.7115,"A",0.765842380000322
"RNM35_20240619_090000.wav","PRTR2",49.7677,"C",0.858416734000002
"RNM35_20240619_090000.wav","PRTR3",50.845,"B",0.79950578099988
"RNM35_20240619_090000.wav","PRTR2",58.2748,"B",1.47277380800006
"RNM35_20240619_090000.wav","PRTR1",59.0238,"B",0.454455916999905
"RNM35_20240619_110000.wav","PRTR1",1.2787,"B",0.732178978999855
"RNM35_20240619_110000.wav","PRTR3",3.3232,"B",0.698515577000308
"RNM35_20240619_110000.wav","PRTR1",12.4394,"B",0.656436325999948
"RNM35_20240619_110000.wav","PRTR3",21.7129,"B",0.521782720000374
"RNM35_20240619_110000.wav","PRTR1",51.8362,"B",0.715347278000081
"RNM35_20240619_110000.wav","PRTR3",54.058,"C",0.504951018999691
"RNM35_20240619_150000.wav","PRTR1",1.496,"C",0.336634013000094
"RNM35_20240619_150000.wav","PRTR1",23.7202,"C",0.496535169999788
"RNM35_20240619_150000.wav","PRTR1",28.3496,"B",0.513366870000027
"RNM35_20240619_150000.wav","PRTR1",31.2637,"C",0.496535169000254
"RNM35_20240619_150000.wav","PRTR1",32.7324,"B",0.73217897800032
"RNM35_20240619_150000.wav","PRTR3",34.7563,"C",0.521782719999919
"RNM35_20240619_150000.wav","PRTR1",49.4029,"A",0.706931426999745
"RNM35_20240621_110000.wav","PRTR2",1.8093,"C",0.605941224000162
"RNM35_20240621_110000.wav","PRTR1",11.5187,"B",0.715347278000081
"RNM35_20240621_110000.wav","PRTR1",18.7108,"B",0.757426528999986
"RNM35_20240621_110000.wav","PRTR1",42.2138,"B",0.673268026000187
"RNM35_20240621_110000.wav","PRTR1",56.7201,"B",0.715347278000081
"RNM35_20240621_150000.wav","PRTR2",0.225,"C",0.833169181999892
"RNM35_20240621_150000.wav","PRTR1",10.7554,"B",0.934159385999919
"RNM35_20240621_150000.wav","PRTR2",12.0851,"B",0.883664284000133
"RNM35_20240621_150000.wav","PRTR3",13.0192,"B",0.715347278000081
"RNM35_20240621_150000.wav","PRTR1",17.1093,"B",0.471287619000123
"RNM35_20240621_150000.wav","PRTR3",19.4301,"B",0.496535169000254
"RNM35_20240621_150000.wav","PRTR1",20.2328,"C",0.345049862999986
"RNM35_20240621_150000.wav","PRTR2",25.9742,"B",1.17821904599987
"RNM35_20240621_150000.wav","PRTR3",27.5882,"C",0.681683877000069
"RNM35_20240621_150000.wav","PRTR1",41.7931,"B",0.513366870000027
"RNM35_20240621_150000.wav","PRTR1",42.2897,"B",0.54703027100004
"RNM35_20240621_150000.wav","PRTR2",43.106,"B",0.875248433999786
"RNM35_20240621_150000.wav","PRTR1",43.9897,"B",0.605941224000162
"RNM35_20240621_150000.wav","PRTR1",48.7004,"B",0.286138911999842
"RNM35_20240621_150000.wav","PRTR3",57.2431,"C",0.496535169999788
"RNM35_20240621_150000.wav","PRTR2",58.312,"B",0.774258229999759
"RNM35_20240623_060000.wav","PRTR1",3.096,"B",0.488119318999907
"RNM35_20240623_060000.wav","PRTR1",4.2238,"B",0.403960816000108
"RNM35_20240623_060000.wav","PRTR3",5.1874,"C",0.471287618000133
"RNM35_20240623_060000.wav","PRTR1",11.5314,"A",0.917327686000135
"RNM35_20240623_060000.wav","PRTR1",21.7981,"B",0.504951020000135
"RNM35_20240623_060000.wav","PRTR3",23.8188,"C",0.73217897800032
"RNM35_20240623_060000.wav","PRTR3",25.5589,"C",0.488119318999907
"RNM35_20240623_060000.wav","PRTR3",27.6411,"C",0.488119318999907
"RNM35_20240623_060000.wav","PRTR1",28.7446,"B",0.883664284999668
"RNM35_20240623_060000.wav","PRTR1",37.9301,"B",0.395544964999772
"RNM35_20240623_060000.wav","PRTR1",43.0217,"B",0.395544964999772
"RNM35_20240623_060000.wav","PRTR1",45.6531,"B",0.504951019000146
"RNM35_20240623_060000.wav","PRTR1",58.1695,"B",0.631188774999828
"RNM35_20240623_100000.wav","PRTR2",2.6777,"C",0.706931428000189
"RNM35_20240623_100000.wav","PRTR1",3.7527,"B",0.538614421000148
"RNM35_20240623_100000.wav","PRTR2",19.3386,"C",1.00148618899993
"RNM35_20240623_100000.wav","PRTR3",21.0471,"C",0.875248433999786
"RNM35_20240623_100000.wav","PRTR3",21.9644,"C",0.631188774999828
"RNM35_20240623_100000.wav","PRTR1",25.235,"B",0.824753332
"RNM35_20240623_100000.wav","PRTR1",39.5346,"C",0.302970611000092
"RNM35_20240623_100000.wav","PRTR1",43.6985,"B",0.900495984999907
"RNM35_20240623_100000.wav","PRTR2",44.8683,"B",0.723763127999973
"RNM35_20240623_100000.wav","PRTR3",45.8445,"B",0.777478868000344
"RNM35_20240623_100000.wav","PRTR1",56.4313,"C",0.395544964999772
"RNM35_20240623_110000.wav","PRTR1",16.5799,"C",0.446040067000013
"RNM35_20240623_110000.wav","PRTR1",17.2868,"B",0.479703469000015
"RNM35_20240623_110000.wav","PRTR2",21.7155,"C",0.673268026999722
"RNM35_20240623_110000.wav","PRTR1",25.7662,"B",0.740594829000202
"RNM35_20240623_110000.wav","PRTR1",28.1257,"B",0.883664284999668
"RNM35_20240623_110000.wav","PRTR2",29.1945,"B",0.993070339000042
"RNM35_20240623_110000.wav","PRTR3",30.4485,"B",0.7069314270002
"RNM35_20240623_110000.wav","PRTR1",33.6,"B",0.378713263999998
"RNM35_20240623_110000.wav","PRTR1",43.6851,"B",0.345049862999986
"RNM35_20240623_110000.wav","PRTR1",51.951,"B",0.858416733000013
"RNM35_20240623_110000.wav","PRTR2",53.284,"B",1.14455564499985
"RNM35_20240623_110000.wav","PRTR3",55.0661,"B",0.883664285000123
"RNM35_20240623_110000.wav","PRTR3",56.1181,"B",0.471287619000123
"RNM35_20240623_150000.wav","PRTR2",0.8673,"B",0.875248434000241
"RNM35_20240623_150000.wav","PRTR1",7.2948,"B",0.664852176000295
"RNM35_20240623_150000.wav","PRTR2",8.1154,"B",1.14455564499985
"RNM35_20240623_150000.wav","PRTR3",9.3576,"B",0.774258230000214
"RNM35_20240623_150000.wav","PRTR2",24.044,"B",0.749010679000094
"RNM35_20240623_150000.wav","PRTR1",35.6255,"B",1.00148618899993
"RNM35_20240623_150000.wav","PRTR2",36.6944,"B",1.12772394400008
"RNM35_20240623_150000.wav","PRTR3",37.8978,"B",0.782674080000106
"RNM35_20240623_150000.wav","PRTR2",46.8927,"B",0.883664284000133
"RNM35_20240625_070000.wav","PRTR1",1.5639,"B",0.799505781000335
"RNM35_20240625_070000.wav","PRTR1",3.1798,"B",0.706931428000189
"RNM35_20240625_070000.wav","PRTR1",23.726,"B",0.597525372999826
"RNM35_20240625_070000.wav","PRTR1",29.8371,"B",0.723763127999973
"RNM35_20240625_070000.wav","PRTR3",31.8985,"B",0.597525373999815
"RNM35_20240625_070000.wav","PRTR1",58.1439,"C",0.698515577999842
"RNM35_20240625_100000.wav","PRTR1",18.5256,"C",0.648020475000067
"RNM35_20240625_100000.wav","PRTR1",46.807,"C",0.50495101999968
"RNM35_20240625_100000.wav","PRTR1",52.6195,"B",0.622772923999946
"RNM35_20240627_060000.wav","PRTR1",13.9403,"A",0.732178977999865
"RNM35_20240627_060000.wav","PRTR2",15.1943,"C",0.715347278000081
"RNM35_20240627_060000.wav","PRTR3",15.9181,"B",1.02673374000005
"RNM35_20240627_060000.wav","PRTR1",27.1709,"B",0.824753332
"RNM35_20240627_060000.wav","PRTR2",28.4259,"C",0.690099726999961
"RNM35_20240627_060000.wav","PRTR3",29.2759,"C",0.690099726999961
"RNM35_20240627_060000.wav","PRTR1",30.1174,"B",0.715347278000081
"RNM35_20240627_060000.wav","PRTR2",31.2187,"C",0.900495984999907
"RNM35_20240627_060000.wav","PRTR3",32.2413,"B",0.723763127999973
"RNM35_20240627_060000.wav","PRTR3",50.7323,"B",0.698515576999853
"RNM35_20240629_070000.wav","PRTR1",7.8506,"A",0.91732768599968
"RNM35_20240629_070000.wav","PRTR2",9.1298,"A",0.892080135000015
"RNM35_20240629_070000.wav","PRTR3",10.0892,"A",0.908911835999788
"RNM35_20240629_070000.wav","PRTR2",16.2619,"B",0.866832583999894
"RNM35_20240629_070000.wav","PRTR1",17.2634,"B",0.673268025999732
"RNM35_20240629_070000.wav","PRTR2",22.5396,"A",1.38861530399981
"RNM35_20240629_070000.wav","PRTR3",24.147,"A",0.892080135000015
"RNM35_20240629_070000.wav","PRTR3",25.1023,"B",0.681683877000069
"RNM35_20240629_070000.wav","PRTR2",40.9335,"B",1.02673374000005
"RNM35_20240629_070000.wav","PRTR1",49.266,"B",0.908911834999799
"RNM35_20240629_070000.wav","PRTR2",50.3853,"B",0.875248435000231
"RNM35_20240629_070000.wav","PRTR3",51.3615,"B",1.01831788999971
"RNM35_20240629_080000.wav","PRTR2",0.2843,"B",0.858416734000002
"RNM35_20240629_080000.wav","PRTR3",1.2942,"B",0.892080133999571
"RNM35_20240629_080000.wav","PRTR1",3.2124,"B",0.521782720999909
"RNM35_20240629_080000.wav","PRTR1",38.7791,"B",0.605941223000173
"RNM35_20240629_080000.wav","PRTR2",57.5654,"B",1.33812020300002
"RNM35_20240629_080000.wav","PRTR3",59.3327,"B",0.597525372999826
"RNM35_20240701_100000.wav","PRTR2",12.2254,"C",0.488119318999907
"RNM35_20240701_100000.wav","PRTR3",16.6761,"B",0.555446121999921
"RNM35_20240701_100000.wav","PRTR1",26.3704,"A",1.05198129099972
"RNM35_20240701_100000.wav","PRTR2",27.6064,"C",0.66485217599984
"RNM35_20240701_100000.wav","PRTR3",28.6079,"C",0.614357074000054
"RNM35_20240701_100000.wav","PRTR1",34.1438,"C",0.513366869999572
"RNM35_20240701_100000.wav","PRTR1",36.6083,"B",0.79950578099988
"RNM35_20240701_100000.wav","PRTR3",46.0254,"C",0.420792516999882
"RNM35_20240701_110000.wav","PRTR1",0.8204,"C",0.235643809000067
"RNM35_20240701_110000.wav","PRTR1",3.8934,"C",0.353465712999878
"RNM35_20240701_110000.wav","PRTR1",21.2873,"B",0.791089929999998
"RNM35_20240701_110000.wav","PRTR1",40.3715,"C",0.361881564000214
"RNM35_20240701_110000.wav","PRTR1",49.314,"C",0.370297415000095
"RNM35_20240701_110000.wav","PRTR1",55.8278,"B",0.765842379999867
"RNM35_20240701_110000.wav","PRTR3",58.0253,"C",0.185148706999826
"RNM35_20240703_090000.wav","PRTR1",10.3826,"C",0.875248433999786
"RNM35_20240703_090000.wav","PRTR2",11.2747,"C",1.16980319499999
"RNM35_20240703_090000.wav","PRTR3",12.4561,"C",1.35513430499986
"RNM35_20240703_090000.wav","PRTR3",14.7202,"C",0.791089930999988
"RNM35_20240703_090000.wav","PRTR3",15.6762,"C",0.57227782200016
"RNM35_20240703_090000.wav","PRTR2",22.1601,"A",1.12772394400008
"RNM35_20240703_090000.wav","PRTR1",34.2887,"c",0.302970612000081
"RNM35_20240703_090000.wav","PRTR2",35.9955,"B",1.3212885009998
"RNM35_20240703_090000.wav","PRTR1",37.1149,"B",0.302970612000081
"RNM35_20240703_090000.wav","PRTR3",37.3926,"C",0.841585032999774
"RNM35_20240703_090000.wav","PRTR3",38.3772,"C",0.749010679000094
"RNM35_20240703_090000.wav","PRTR3",40.7098,"C",0.580693672999587
"RNM35_20240703_090000.wav","PRTR1",41.543,"C",0.622772923999946
"RNM35_20240703_120000.wav","PRTR1",2,"B",0.513366870000027
"RNM35_20240703_120000.wav","PRTR1",8.23,"C",0.370297415000095
"RNM35_20240703_120000.wav","PRTR1",32.6251,"B",0.580693672000052
"RNM35_20240703_120000.wav","PRTR1",42.1985,"C",0.479703468000025
"RNM35_20240703_130000.wav","PRTR1",2.6309,"B",0.908911836000243
"RNM35_20240703_130000.wav","PRTR2",3.6745,"B",0.925743536000027
"RNM35_20240703_130000.wav","PRTR3",4.7433,"B",0.723763128999963
"RNM35_20240703_130000.wav","PRTR1",20.8995,"B",0.429208366000239
"RNM35_20240703_130000.wav","PRTR1",25.7224,"B",0.555446120999932
"RNM35_20240703_130000.wav","PRTR1",37.0595,"B",0.504951020000135
"RNM35_20240703_130000.wav","PRTR2",43.9295,"B",1.08564469200019
"RNM35_20240703_130000.wav","PRTR3",45.6023,"B",0.925743536000027
"RNM35_20240703_130000.wav","PRTR3",46.6122,"B",0.572277821999705
"RNM35_20240703_140000.wav","PRTR1",1.9403,"B",0.328218163000201
"RNM35_20240703_140000.wav","PRTR1",6.7184,"C",0.429208365999784
"RNM35_20240703_140000.wav","PRTR2",12.8354,"B",0.513366870000027
"RNM35_20240703_140000.wav","PRTR1",26.139,"C",0.412376666
"RNM35_20240703_140000.wav","PRTR1",31.0507,"B",0.740594828999747
"RNM35_20240703_140000.wav","PRTR1",32.2205,"C",0.555446120999932
"RNM35_20240703_140000.wav","PRTR3",33.2135,"C",0.656436325999948
"RNM35_20240703_140000.wav","PRTR2",54.459,"C",0.563861972000268
"RNM35_20240703_140000.wav","PRTR3",55.4773,"B",0.782674081000096
"RNM35_20240703_150000.wav","PRTR1",3.9576,"B",0.740594828000212
"RNM35_20240703_150000.wav","PRTR1",5.2368,"B",0.782674081000096
"RNM35_20240703_150000.wav","PRTR1",8.9148,"B",1.09406054300007
"RNM35_20240703_150000.wav","PRTR2",10.1478,"B",0.791089929999998
"RNM35_20240703_150000.wav","PRTR3",11.0903,"B",0.681683877000069
"RNM35_20240703_150000.wav","PRTR1",12.5044,"B",0.622772924999936
"RNM35_20240703_150000.wav","PRTR1",14.4144,"B",0.765842380000322
"RNM35_20240703_150000.wav","PRTR2",15.3061,"C",0.984654487999705
"RNM35_20240703_150000.wav","PRTR1",24.5345,"B",0.597525373000281
"RNM35_20240703_150000.wav","PRTR1",26.2093,"B",0.690099726999961
"RNM35_20240703_150000.wav","PRTR2",32.4656,"B",0.732178977999865
"RNM35_20240703_150000.wav","PRTR3",33.8911,"B",0.866832584000349
